0,-0.000000000000
1,-0.000000000000
2,-0.000000000000
3,-0.000000000000
4,-0.000000000000
5,-0.000000000000
6,-0.000000000000
7,-0.000000000000
8,-0.000000000000
9,-0.000000000000
10,-0.000000000000
11,-0.000000000000
12,-0.000000000000
13,-0.000000000000
14,-0.000000000000
15,-0.000000000000
16,-0.000000000000
17,-0.000000000000
18,-0.000000000000
19,-0.000000000000
20,-0.000000000000
21,-0.000000000000
22,-0.000000000000
23,-0.000000000000
24,-0.000000000000
25,-0.000000000000
26,-0.000000000000
27,-0.000000000000
28,-0.000000000000
29,-0.000000000000
30,-0.000000000000
31,-0.000000000000
32,-0.000000000000
33,-0.000000000000
34,-0.000000000000
35,-0.000000000000
36,-0.000000000000
37,-0.000000000000
38,-0.000000000000
39,-0.000000000000
40,-0.000000000001
41,-0.000000000002
42,-0.000000000006
43,-0.000000000017
44,-0.000000000044
45,-0.000000000113
46,-0.000000000286
47,-0.000000000713
48,-0.000000001743
49,-0.000000004182
50,-0.000000009849
51,-0.000000022770
52,-0.000000051667
53,-0.000000115063
54,-0.000000251490
55,-0.000000539443
56,-0.000001135503
57,-0.000002345449
58,-0.000004753716
59,-0.000009453283
60,-0.000018443566
61,-0.000035301064
62,-0.000066279082
63,-0.000122059845
64,-0.000220462645
65,-0.000390496539
66,-0.000678217136
67,-0.001154871747
68,-0.001927746964
69,-0.003153902395
70,-0.005056508589
71,-0.007942734935
72,-0.012221012565
73,-0.018414050616
74,-0.027162340609
75,-0.039211316705
76,-0.055374286945
77,-0.076463295883
78,-0.103181875817
79,-0.135977772163
80,-0.174860489005
81,-0.219197677509
82,-0.267515040905
83,-0.317334786037
84,-0.365095209613
85,-0.406195876718
86,-0.435206361192
87,-0.446260016743
88,-0.433627900828
89,-0.392434355088
90,-0.319439956078
91,-0.213786670241
92,-0.077581906226
93,0.083800436282
94,0.261799005588
95,0.445173636606
96,0.620928647313
97,0.775565086183
98,0.896512589167
99,0.973548506194
100,1.000000000000
101,0.973548506194
102,0.896512589167
103,0.775565086183
104,0.620928647313
105,0.445173636606
106,0.261799005588
107,0.083800436282
108,-0.077581906226
109,-0.213786670241
110,-0.319439956078
111,-0.392434355088
112,-0.433627900828
113,-0.446260016743
114,-0.435206361192
115,-0.406195876718
116,-0.365095209613
117,-0.317334786037
118,-0.267515040905
119,-0.219197677509
120,-0.174860489005
121,-0.135977772163
122,-0.103181875817
123,-0.076463295883
124,-0.055374286945
125,-0.039211316705
126,-0.027162340609
127,-0.018414050616
128,-0.012221012565
129,-0.007942734935
130,-0.005056508589
131,-0.003153902395
132,-0.001927746964
133,-0.001154871747
134,-0.000678217136
135,-0.000390496539
136,-0.000220462645
137,-0.000122059845
138,-0.000066279082
139,-0.000035301064
140,-0.000018443566
141,-0.000009453283
142,-0.000004753716
143,-0.000002345449
144,-0.000001135503
145,-0.000000539443
146,-0.000000251490
147,-0.000000115063
148,-0.000000051667
149,-0.000000022770
150,-0.000000009849
151,-0.000000004182
152,-0.000000001743
153,-0.000000000713
154,-0.000000000286
155,-0.000000000113
156,-0.000000000044
157,-0.000000000017
158,-0.000000000006
159,-0.000000000002
160,-0.000000000001
161,-0.000000000000
162,-0.000000000000
163,-0.000000000000
164,-0.000000000000
165,-0.000000000000
166,-0.000000000000
167,-0.000000000000
168,-0.000000000000
169,-0.000000000000
170,-0.000000000000
171,-0.000000000000
172,-0.000000000000
173,-0.000000000000
174,-0.000000000000
175,-0.000000000000
176,-0.000000000000
177,-0.000000000000
178,-0.000000000000
179,-0.000000000000
180,-0.000000000000
181,-0.000000000000
182,-0.000000000000
183,-0.000000000000
184,-0.000000000000
185,-0.000000000000
186,-0.000000000000
187,-0.000000000000
188,-0.000000000000
189,-0.000000000000
190,-0.000000000000
191,-0.000000000000
192,-0.000000000000
193,-0.000000000000
194,-0.000000000000
195,-0.000000000000
196,-0.000000000000
197,-0.000000000000
198,-0.000000000000
199,-0.000000000000
